#! FIELDS rc file.free der_rc
#! SET min_rc -1
#! SET max_rc 1
#! SET nbins_rc  51
#! SET periodic_rc false
   -1.000000000  -30.247216996   21.953607485
   -0.960000000  -29.409632687   19.648422804
   -0.920000000  -28.686600804   16.250185610
   -0.880000000  -28.115535834   12.162396800
   -0.840000000  -27.712205631    7.791011213
   -0.800000000  -27.482543223    3.584081610
   -0.760000000  -27.415457655   -0.221449119
   -0.720000000  -27.488203351   -3.420796231
   -0.680000000  -27.676712538   -5.962919525
   -0.640000000  -27.953860561   -7.885903384
   -0.600000000  -28.297456638   -9.303759263
   -0.560000000  -28.688110086  -10.340457675
   -0.520000000  -29.114962076  -11.031729956
   -0.480000000  -29.564315254  -11.615355082
   -0.440000000  -30.034820582  -12.086818255
   -0.400000000  -30.522454190  -12.444607862
   -0.360000000  -31.025433574  -12.750703092
   -0.320000000  -31.537869906  -12.916202202
   -0.280000000  -32.054983637  -12.933881271
   -0.240000000  -32.570162461  -12.791570720
   -0.200000000  -33.073836886  -12.450549632
   -0.160000000  -33.559501765  -11.828321173
   -0.120000000  -34.014954862  -11.028161342
   -0.080000000  -34.437372496  -10.115604376
   -0.040000000  -34.825337534   -9.231443662
    0.000000000  -35.178915624   -8.511885410
    0.040000000  -35.508414891   -8.139218405
    0.080000000  -35.828697099   -8.071164839
    0.120000000  -36.155538432   -8.340473150
    0.160000000  -36.498550655   -8.909339284
    0.200000000  -36.870125904   -9.574282223
    0.240000000  -37.265911453  -10.219992589
    0.280000000  -37.681522248  -10.634964951
    0.320000000  -38.106068953  -10.676981821
    0.360000000  -38.525085739  -10.235081641
    0.400000000  -38.917323550   -9.409191828
    0.440000000  -39.275049461   -8.374435734
    0.480000000  -39.586870851   -7.310882344
    0.520000000  -39.856901290   -6.340049116
    0.560000000  -40.094607308   -5.691869211
    0.600000000  -40.312635505   -5.410791982
    0.640000000  -40.529122201   -5.505250710
    0.680000000  -40.754308617   -5.845749186
    0.720000000  -40.995851865   -6.327917007
    0.760000000  -41.253490966   -6.672818412
    0.800000000  -41.522094598   -6.814261323
    0.840000000  -41.790994998   -6.648433364
    0.880000000  -42.045146311   -6.180615393
    0.920000000  -42.276988498   -5.403929834
    0.960000000  -42.472291144   -4.337699497
    1.000000000  -42.619147078   -3.085053755
