#! FIELDS rc file.free der_rc
#! SET min_rc -1
#! SET max_rc 1
#! SET nbins_rc  51
#! SET periodic_rc false
   -1.000000000  -11.465542162    9.928941146
   -0.960000000  -11.109686792    7.831477561
   -0.920000000  -10.844336215    5.359523461
   -0.880000000  -10.681313671    2.803654104
   -0.840000000  -10.615286432    0.398821604
   -0.800000000  -10.639756141   -1.630845918
   -0.760000000  -10.739514400   -3.269644718
   -0.720000000  -10.895936160   -4.537935203
   -0.680000000  -11.098697724   -5.579910587
   -0.640000000  -11.341679272   -6.582813845
   -0.600000000  -11.627203793   -7.731437643
   -0.560000000  -11.962400786   -9.153064463
   -0.520000000  -12.361221628  -10.828881348
   -0.480000000  -12.830093149  -12.784360303
   -0.440000000  -13.380613550  -14.786125663
   -0.400000000  -14.008568395  -16.593241082
   -0.360000000  -14.702904174  -18.046304514
   -0.320000000  -15.443730873  -18.841492218
   -0.280000000  -16.201632254  -18.909682726
   -0.240000000  -16.948223208  -18.244202456
   -0.200000000  -17.652509978  -16.862543193
   -0.160000000  -18.289606370  -14.869119933
   -0.120000000  -18.836320703  -12.509809023
   -0.080000000  -19.287228013   -9.983140192
   -0.040000000  -19.639337806   -7.578303156
    0.000000000  -19.900295928   -5.521346583
    0.040000000  -20.089108192   -4.077478958
    0.080000000  -20.231829685   -3.299948838
    0.120000000  -20.361137925   -3.242296500
    0.160000000  -20.501957907   -3.915525307
    0.200000000  -20.683563889   -5.137104441
    0.240000000  -20.920672443   -6.692362494
    0.280000000  -21.219648227   -8.287933705
    0.320000000  -21.578890102   -9.623065371
    0.360000000  -21.982379163  -10.459588162
    0.400000000  -22.406304652  -10.670614775
    0.440000000  -22.829927706  -10.286219582
    0.480000000  -23.224252096   -9.443002823
    0.520000000  -23.577539987   -8.276862211
    0.560000000  -23.884126290   -7.082505232
    0.600000000  -24.144103029   -6.062725516
    0.640000000  -24.371517035   -5.371389417
    0.680000000  -24.578566101   -5.055597359
    0.720000000  -24.780263113   -5.120481871
    0.760000000  -24.987846019   -5.358680945
    0.800000000  -25.207818826   -5.696642103
    0.840000000  -25.439836237   -5.962516833
    0.880000000  -25.678309195   -6.029106471
    0.920000000  -25.915819513   -5.780759036
    0.960000000  -26.136265042   -5.155862870
    1.000000000  -26.322558122   -4.126109855
