#! FIELDS rc file.free der_rc
#! SET min_rc -1
#! SET max_rc 1
#! SET nbins_rc  51
#! SET periodic_rc false
   -1.000000000  -30.740351639   19.488481509
   -0.960000000  -30.006890970   16.927208236
   -0.920000000  -29.397164275   13.325340314
   -0.880000000  -28.946261658    9.097127115
   -0.840000000  -28.667275896    4.652715292
   -0.800000000  -28.563676658    0.432967254
   -0.760000000  -28.622114661   -3.336148342
   -0.720000000  -28.818360505   -6.468447804
   -0.680000000  -29.127194280   -8.925425594
   -0.640000000  -29.521189575  -10.759257241
   -0.600000000  -29.977956940  -12.086635331
   -0.560000000  -30.478271016  -13.031972382
   -0.520000000  -31.010971550  -13.619871198
   -0.480000000  -31.561504887  -14.071052356
   -0.440000000  -32.126766659  -14.358434095
   -0.400000000  -32.700660168  -14.469711873
   -0.360000000  -33.278716918  -14.456199683
   -0.320000000  -33.851776576  -14.228520900
   -0.280000000  -34.412712317  -13.800304979
   -0.240000000  -34.953369275  -13.190777453
   -0.200000000  -35.464038288  -12.404072628
   -0.160000000  -35.939921407  -11.398868478
   -0.120000000  -36.372062580  -10.317193255
   -0.080000000  -36.762541005   -9.245457371
   -0.040000000  -37.114777882   -8.335843570
    0.000000000  -37.433942485   -7.711170025
    0.040000000  -37.734650937   -7.518241470
    0.080000000  -38.034657182   -7.674314014
    0.120000000  -38.350281269   -8.181286350
    0.160000000  -38.691368677   -8.962197193
    0.200000000  -39.068548658   -9.798067028
    0.240000000  -39.475604940  -10.568139126
    0.280000000  -39.906649439  -11.058583812
    0.320000000  -40.349037375  -11.145392414
    0.360000000  -40.787223740  -10.728875415
    0.400000000  -41.199496107   -9.914839890
    0.440000000  -41.577813886   -8.889377740
    0.480000000  -41.910098297   -7.832232218
    0.520000000  -42.200507611   -6.854232622
    0.560000000  -42.457757077   -6.175444012
    0.600000000  -42.693795556   -5.837475975
    0.640000000  -42.925713489   -5.848113141
    0.680000000  -43.162625278   -6.092794262
    0.720000000  -43.411989667   -6.475935352
    0.760000000  -43.673577521   -6.739235697
    0.800000000  -43.943600415   -6.827891626
    0.840000000  -44.212628160   -6.651544658
    0.880000000  -44.467497217   -6.214952540
    0.920000000  -44.701794319   -5.502645856
    0.960000000  -44.902131895   -4.506897270
    1.000000000  -45.056524738   -3.299345795
